n,tempo_segundos
724000,0.042000
725000,0.045000
726000,0.042000
727000,0.044000
728000,0.042000
729000,0.044000
730000,0.044000
731000,0.046000
732000,0.043000
733000,0.047000
734000,0.044000
735000,0.044000
736000,0.043000
737000,0.042000
738000,0.045000
739000,0.042000
740000,0.043000
741000,0.043000
742000,0.043000
743000,0.045000
744000,0.044000
745000,0.045000
746000,0.045000
747000,0.043000
748000,0.041000
749000,0.045000
750000,0.043000
751000,0.044000
752000,0.044000
753000,0.044000
754000,0.045000
755000,0.045000
756000,0.044000
757000,0.042000
758000,0.044000
759000,0.044000
760000,0.044000
761000,0.046000
762000,0.046000
763000,0.043000
764000,0.045000
765000,0.044000
766000,0.045000
767000,0.046000
768000,0.045000
769000,0.045000
770000,0.047000
771000,0.045000
772000,0.051000
773000,0.051000
774000,0.046000
775000,0.044000
776000,0.046000
777000,0.046000
778000,0.044000
779000,0.045000
780000,0.045000
781000,0.048000
782000,0.045000
783000,0.046000
784000,0.046000
785000,0.046000
786000,0.047000
787000,0.045000
788000,0.046000
789000,0.046000
790000,0.047000
791000,0.048000
792000,0.047000
793000,0.047000
794000,0.049000
795000,0.048000
796000,0.047000
797000,0.048000
798000,0.046000
799000,0.048000
800000,0.048000
801000,0.048000
802000,0.047000
803000,0.048000
804000,0.048000
805000,0.049000
806000,0.047000
807000,0.047000
808000,0.047000
809000,0.047000
810000,0.048000
811000,0.048000
812000,0.049000
813000,0.047000
814000,0.047000
815000,0.046000
816000,0.047000
817000,0.049000
818000,0.048000
819000,0.049000
820000,0.048000
821000,0.049000
822000,0.050000
823000,0.047000
824000,0.048000
825000,0.048000
826000,0.047000
827000,0.048000
828000,0.048000
829000,0.047000
830000,0.050000
831000,0.051000
832000,0.050000
833000,0.049000
834000,0.049000
835000,0.050000
836000,0.047000
837000,0.048000
838000,0.051000
839000,0.048000
840000,0.049000
841000,0.049000
842000,0.050000
843000,0.049000
844000,0.049000
845000,0.050000
846000,0.050000
847000,0.049000
848000,0.049000
849000,0.053000
850000,0.049000
851000,0.051000
852000,0.052000
853000,0.049000
854000,0.050000
855000,0.051000
856000,0.049000
857000,0.049000
858000,0.050000
859000,0.055000
860000,0.052000
861000,0.050000
862000,0.052000
863000,0.050000
864000,0.050000
865000,0.052000
866000,0.051000
867000,0.050000
868000,0.050000
869000,0.053000
870000,0.051000
871000,0.051000
872000,0.053000
873000,0.051000
874000,0.051000
875000,0.050000
876000,0.052000
877000,0.051000
878000,0.052000
879000,0.053000
880000,0.053000
881000,0.050000
882000,0.053000
883000,0.053000
884000,0.052000
885000,0.054000
886000,0.053000
887000,0.055000
888000,0.055000
889000,0.055000
890000,0.052000
891000,0.052000
892000,0.052000
893000,0.053000
894000,0.054000
895000,0.051000
896000,0.054000
897000,0.054000
898000,0.053000
899000,0.053000
900000,0.051000
901000,0.053000
902000,0.052000
903000,0.053000
904000,0.053000
905000,0.054000
906000,0.053000
907000,0.054000
908000,0.054000
909000,0.053000
910000,0.055000
911000,0.052000
912000,0.053000
913000,0.053000
914000,0.051000
915000,0.055000
916000,0.055000
917000,0.053000
918000,0.055000
919000,0.055000
920000,0.054000
921000,0.054000
922000,0.054000
923000,0.054000
924000,0.056000
925000,0.056000
926000,0.054000
927000,0.053000
928000,0.057000
929000,0.053000
930000,0.054000
931000,0.055000
932000,0.056000
933000,0.055000
934000,0.056000
935000,0.055000
936000,0.055000
937000,0.056000
938000,0.056000
939000,0.054000
940000,0.057000
941000,0.054000
942000,0.055000
943000,0.056000
944000,0.055000
945000,0.056000
946000,0.055000
947000,0.061000
948000,0.058000
949000,0.055000
950000,0.055000
951000,0.054000
952000,0.055000
953000,0.059000
954000,0.057000
955000,0.057000
956000,0.057000
957000,0.054000
958000,0.059000
959000,0.062000
960000,0.056000
961000,0.058000
962000,0.056000
963000,0.062000
964000,0.057000
965000,0.060000
966000,0.058000
967000,0.055000
968000,0.056000
969000,0.058000
970000,0.057000
971000,0.057000
972000,0.056000
973000,0.056000
974000,0.057000
975000,0.057000
976000,0.057000
977000,0.056000
978000,0.058000
979000,0.057000
980000,0.059000
981000,0.059000
982000,0.057000
983000,0.058000
984000,0.058000
985000,0.058000
986000,0.058000
987000,0.058000
988000,0.058000
989000,0.060000
990000,0.059000
991000,0.060000
992000,0.062000
993000,0.061000
994000,0.060000
995000,0.059000
996000,0.059000
997000,0.062000
998000,0.060000
999000,0.060000
1000000,0.058000
