n,tempo_segundos
724000,0.056000
725000,0.057000
726000,0.058000
727000,0.056000
728000,0.056000
729000,0.056000
730000,0.059000
731000,0.060000
732000,0.057000
733000,0.057000
734000,0.059000
735000,0.057000
736000,0.057000
737000,0.057000
738000,0.058000
739000,0.061000
740000,0.059000
741000,0.059000
742000,0.059000
743000,0.058000
744000,0.058000
745000,0.057000
746000,0.059000
747000,0.059000
748000,0.059000
749000,0.058000
750000,0.066000
751000,0.060000
752000,0.059000
753000,0.060000
754000,0.060000
755000,0.059000
756000,0.058000
757000,0.057000
758000,0.060000
759000,0.058000
760000,0.059000
761000,0.058000
762000,0.061000
763000,0.062000
764000,0.060000
765000,0.060000
766000,0.061000
767000,0.060000
768000,0.059000
769000,0.061000
770000,0.059000
771000,0.061000
772000,0.062000
773000,0.061000
774000,0.062000
775000,0.062000
776000,0.060000
777000,0.065000
778000,0.062000
779000,0.063000
780000,0.061000
781000,0.062000
782000,0.063000
783000,0.064000
784000,0.061000
785000,0.063000
786000,0.062000
787000,0.060000
788000,0.064000
789000,0.063000
790000,0.065000
791000,0.062000
792000,0.063000
793000,0.063000
794000,0.061000
795000,0.061000
796000,0.063000
797000,0.062000
798000,0.062000
799000,0.061000
800000,0.063000
801000,0.067000
802000,0.064000
803000,0.064000
804000,0.065000
805000,0.063000
806000,0.063000
807000,0.063000
808000,0.063000
809000,0.063000
810000,0.062000
811000,0.062000
812000,0.063000
813000,0.063000
814000,0.064000
815000,0.062000
816000,0.063000
817000,0.064000
818000,0.064000
819000,0.065000
820000,0.063000
821000,0.086000
822000,0.070000
823000,0.064000
824000,0.064000
825000,0.064000
826000,0.064000
827000,0.065000
828000,0.064000
829000,0.065000
830000,0.064000
831000,0.066000
832000,0.066000
833000,0.070000
834000,0.067000
835000,0.069000
836000,0.071000
837000,0.075000
838000,0.068000
839000,0.071000
840000,0.086000
841000,0.067000
842000,0.067000
843000,0.066000
844000,0.065000
845000,0.066000
846000,0.068000
847000,0.074000
848000,0.071000
849000,0.066000
850000,0.066000
851000,0.066000
852000,0.066000
853000,0.068000
854000,0.066000
855000,0.067000
856000,0.069000
857000,0.067000
858000,0.067000
859000,0.066000
860000,0.068000
861000,0.070000
862000,0.071000
863000,0.068000
864000,0.069000
865000,0.069000
866000,0.069000
867000,0.071000
868000,0.068000
869000,0.069000
870000,0.068000
871000,0.069000
872000,0.070000
873000,0.069000
874000,0.070000
875000,0.069000
876000,0.070000
877000,0.067000
878000,0.070000
879000,0.070000
880000,0.067000
881000,0.069000
882000,0.069000
883000,0.070000
884000,0.069000
885000,0.069000
886000,0.070000
887000,0.071000
888000,0.069000
889000,0.070000
890000,0.070000
891000,0.078000
892000,0.071000
893000,0.072000
894000,0.070000
895000,0.072000
896000,0.070000
897000,0.072000
898000,0.071000
899000,0.072000
900000,0.072000
901000,0.071000
902000,0.071000
903000,0.071000
904000,0.071000
905000,0.072000
906000,0.075000
907000,0.071000
908000,0.075000
909000,0.073000
910000,0.072000
911000,0.074000
912000,0.070000
913000,0.075000
914000,0.071000
915000,0.074000
916000,0.073000
917000,0.072000
918000,0.076000
919000,0.074000
920000,0.074000
921000,0.072000
922000,0.073000
923000,0.073000
924000,0.072000
925000,0.074000
926000,0.075000
927000,0.073000
928000,0.072000
929000,0.074000
930000,0.073000
931000,0.075000
932000,0.073000
933000,0.075000
934000,0.074000
935000,0.074000
936000,0.074000
937000,0.074000
938000,0.075000
939000,0.075000
940000,0.074000
941000,0.076000
942000,0.075000
943000,0.075000
944000,0.077000
945000,0.075000
946000,0.073000
947000,0.077000
948000,0.075000
949000,0.075000
950000,0.077000
951000,0.077000
952000,0.073000
953000,0.075000
954000,0.074000
955000,0.076000
956000,0.076000
957000,0.075000
958000,0.076000
959000,0.077000
960000,0.077000
961000,0.076000
962000,0.075000
963000,0.078000
964000,0.077000
965000,0.076000
966000,0.076000
967000,0.078000
968000,0.081000
969000,0.078000
970000,0.080000
971000,0.078000
972000,0.078000
973000,0.078000
974000,0.077000
975000,0.078000
976000,0.078000
977000,0.088000
978000,0.078000
979000,0.078000
980000,0.077000
981000,0.078000
982000,0.079000
983000,0.079000
984000,0.078000
985000,0.078000
986000,0.078000
987000,0.078000
988000,0.079000
989000,0.078000
990000,0.080000
991000,0.080000
992000,0.078000
993000,0.080000
994000,0.079000
995000,0.083000
996000,0.081000
997000,0.078000
998000,0.081000
999000,0.080000
1000000,0.081000
