n,tempo_segundos
516000,0.045000
517000,0.047000
518000,0.045000
519000,0.046000
520000,0.047000
521000,0.046000
522000,0.047000
523000,0.046000
524000,0.047000
525000,0.047000
526000,0.045000
527000,0.046000
528000,0.046000
529000,0.047000
530000,0.045000
531000,0.048000
532000,0.045000
533000,0.045000
534000,0.047000
535000,0.047000
536000,0.046000
537000,0.049000
538000,0.046000
539000,0.048000
540000,0.048000
541000,0.047000
542000,0.053000
543000,0.047000
544000,0.049000
545000,0.049000
546000,0.050000
547000,0.048000
548000,0.049000
549000,0.050000
550000,0.049000
551000,0.050000
552000,0.049000
553000,0.048000
554000,0.050000
555000,0.048000
556000,0.049000
557000,0.051000
558000,0.049000
559000,0.048000
560000,0.050000
561000,0.049000
562000,0.051000
563000,0.051000
564000,0.049000
565000,0.050000
566000,0.050000
567000,0.050000
568000,0.051000
569000,0.048000
570000,0.050000
571000,0.048000
572000,0.050000
573000,0.049000
574000,0.050000
575000,0.050000
576000,0.051000
577000,0.052000
578000,0.051000
579000,0.050000
580000,0.050000
581000,0.052000
582000,0.051000
583000,0.052000
584000,0.050000
585000,0.051000
586000,0.053000
587000,0.052000
588000,0.054000
589000,0.055000
590000,0.053000
591000,0.049000
592000,0.052000
593000,0.052000
594000,0.054000
595000,0.051000
596000,0.055000
597000,0.054000
598000,0.052000
599000,0.050000
600000,0.052000
601000,0.052000
602000,0.052000
603000,0.054000
604000,0.055000
605000,0.056000
606000,0.054000
607000,0.055000
608000,0.054000
609000,0.053000
610000,0.053000
611000,0.053000
612000,0.058000
613000,0.059000
614000,0.056000
615000,0.054000
616000,0.058000
617000,0.056000
618000,0.059000
619000,0.057000
620000,0.057000
621000,0.057000
622000,0.055000
623000,0.054000
624000,0.055000
625000,0.059000
626000,0.056000
627000,0.053000
628000,0.057000
629000,0.057000
630000,0.062000
631000,0.054000
632000,0.056000
633000,0.059000
634000,0.055000
635000,0.057000
636000,0.058000
637000,0.055000
638000,0.055000
639000,0.056000
640000,0.055000
641000,0.057000
642000,0.059000
643000,0.057000
644000,0.057000
645000,0.056000
646000,0.058000
647000,0.059000
648000,0.057000
649000,0.058000
650000,0.058000
651000,0.058000
652000,0.059000
653000,0.057000
654000,0.057000
655000,0.057000
656000,0.058000
657000,0.058000
658000,0.060000
659000,0.057000
660000,0.055000
661000,0.059000
662000,0.059000
663000,0.060000
664000,0.061000
665000,0.056000
666000,0.057000
667000,0.060000
668000,0.061000
669000,0.060000
670000,0.061000
671000,0.060000
672000,0.057000
673000,0.059000
674000,0.059000
675000,0.060000
676000,0.060000
677000,0.059000
678000,0.060000
679000,0.060000
680000,0.060000
681000,0.058000
682000,0.061000
683000,0.062000
684000,0.061000
685000,0.061000
686000,0.062000
687000,0.064000
688000,0.060000
689000,0.060000
690000,0.061000
691000,0.060000
692000,0.063000
693000,0.061000
694000,0.061000
695000,0.060000
696000,0.061000
697000,0.061000
698000,0.063000
699000,0.061000
700000,0.060000
701000,0.061000
702000,0.062000
703000,0.070000
704000,0.065000
705000,0.064000
706000,0.064000
707000,0.061000
708000,0.066000
709000,0.066000
710000,0.069000
711000,0.071000
712000,0.070000
713000,0.067000
714000,0.062000
715000,0.067000
716000,0.068000
717000,0.067000
718000,0.067000
719000,0.064000
720000,0.074000
721000,0.066000
722000,0.061000
723000,0.066000
